surr_id,incident_id,quarter,school,city,state,school_level,location,situation,targets,barricade,officer_involved,bullied,domestic_violence,gang_related,preplanned,shots_fired,active_shooter_fbi,first_shot
1770,20210826WAAKS,Fall,Aki Kurose Middle School,Seattle,WA,Middle,Front of School,Unknown,Victims Targeted,No,No,No,No,No,No,15,No,18:30:00
1774,20210827VAFRW,Fall,Freedom High School,Woodbridge,VA,High,Parking Lot,Escalation of Dispute,Both,No,No,No,No,No,No,16,No,21:10:00
1776,20210828CASAS,Fall,Santa Maria High School,Santa Maria,CA,High,Football Field/Track,Unknown,Unknown,No,No,No,No,Unknown,No,8,No,16:00:00
1780,20210830NJWEN,Fall,West Side High School,Newark,NJ,High,Front of School,Unknown,Victims Targeted,No,No,No,No,Unknown,No,13,No,20:30:00
1782,20210901NCMTW,Fall,Mt. Tabor High School,Winston-Salem,NC,High,Hallway,Unknown,Victims Targeted,No,No,Unknown,No,No,No,4,No,12:07:00
1786,20210902INWEG,Fall,West Side Leadership Academy,Gary,IN,High,School Bus,Unknown,Victims Targeted,No,No,No,No,Unknown,Yes,6,No,15:00:00
1789,20210903CAMTH,Fall,Mt. Eden High School,Hayward,CA,High,Front of School,Unknown,Victims Targeted,No,No,No,No,Unknown,No,8,No,9:00:00
1792,20210907MAOMG,Fall,O’Maley Innovation Middle School,Gloucester,MA,Middle,Parking Lot,Intentional Property Damage,Random Shooting,No,No,No,No,No,No,100,No,2:30:00
1795,20210908ILCEC,Fall,Centennial High School,Champaign,IL,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,9,No,13:00:00
1799,20210909NCSHE,Unknown,Sheep-Harney Elementary School,Elizabeth City,NC,Elementary,Front of School,Intentional Property Damage,Random Shooting,No,No,No,No,No,No,4,No,23:30:00
1803,20210914MOMCH,Fall,McNair Elementary School,Hazelwood,MO,Elementary,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,No,8:45:00
1806,20210915KYMAL,Fall,Mary Todd Elementary School,Lexington,KY,Elementary,Parking Lot,Unknown,Victims Targeted,No,No,No,No,No,No,9,No,16:00:00
1809,20210916UTPRP,Fall,Provo High School,Provo,UT,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,8,No,12:37:00
1812,20210917NCPAW,Fall,Parkland High School,Winston-Salem,NC,High,Field (General),Escalation of Dispute,Random Shooting,No,No,No,No,Unknown,No,4,No,16:00:00
1815,20210917VAHEH,Fall,Hermitage High School,Henrico,VA,High,Parking Lot,Escalation of Dispute,Neither,No,No,No,No,No,No,16,No,23:00:00
1818,20210920VAHEN,Fall,Heritage High School,Newport News,VA,High,Hallway,Escalation of Dispute,Both,No,No,No,No,Unknown,No,5,No,11:40:00
1821,20210921KSEAW,Fall,East High School,Wichita,KS,High,Front of School,Escalation of Dispute,Both,No,No,No,No,No,No,19,No,12:30:00
1825,20210922NYSOB,Fall,South Shore High School,Brooklyn,NY,High,Front of School,Unknown,Unknown,No,No,No,No,Unknown,No,7,No,8:45:00
1828,20210924MDWIB,Fall,Wildwood Elementary/Middle School,Baltimore,MD,K-8,Outside on School Property,Unknown,Victims Targeted,No,No,No,No,Unknown,No,6,No,19:11:00
1831,20210927ILCAC,Fall,Canterbury Elementary School,Crystal Lake,IL,Elementary,PlaygrouUnknown,Unknown,Unknown,No,No,Unknown,No,No,No,9,No,12:00:00
1834,20210930MSNEN,Fall,Newton Elementary School,Newton,MS,Elementary,Outside on School Property,Accidental,Random Shooting,No,No,No,No,No,No,1,No,16:30:00
1838,20211001NCSEF,Fall,Seventy-First High School,Fayetteville,NC,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,4,No,22:00:00
1840,20211001TXYEH,Fall,YES Prep,Houston,TX,High,Entryway,Psychosis,Both,No,No,No,No,No,No,4,Yes,11:45:00
1843,20211004OHWOT,Fall,Woodward High School,Toledo,OH,High,Off School Property,Unknown,Unknown,No,No,No,No,Unknown,No,4,No,16:30:00
1846,20211005NDHEH,Fall,Hettinger Public School,Hettinger,ND,K-12,Classroom,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,No,9:39:00
1849,20211007NCEAD,Fall,Eastway Elementary School,Durham,NC,Elementary,Parking Lot,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,No,16:30:00
1852,20211008OKCOC,Fall,Comanche Middle School,Comanche,OK,Middle,Cafeteria,Unknown,Random Shooting,No,No,No,No,No,Unknown,3,No,16:30:00
1856,20211012MIELK,Fall,El Sol Academy,Kalamazoo,MI,Elementary,Parking Lot,Unknown,Victims Targeted,No,No,No,No,Unknown,Unknown,7,No,16:00:00
1859,20211013PACHD,Fall,Charles Kelly Elementary,Drexel Hill,PA,Elementary,School Bus,Indiscriminate Shooting,Both,No,No,No,No,No,No,9,No,8:00:00
1862,20211015CAKEF,Fall,Kepler Community School,Fresno,CA,Elementary,PlaygrouUnknown,Hostage/Standoff,Neither,No,No,No,No,No,No,8,No,10:20:00
1865,20211021GABES,Fall,Bethesda Academy,Savannah,GA,6-12,Parking Lot,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,6,Yes,19:00:00
1869,20211026MSCAN,Fall,Cathedral School,Natchez,MS,K-12,Classroom,Accidental,Neither,No,No,No,No,No,No,1,No,9:20:00
1871,20211030PASTM,Fall,Sto Rox High School,McKees Rock,PA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,12,No,16:45:00
1363,20180624MTSEM,Summer,Sentinel High School,Missoula,MT,High,Field (General),Illegal Activity,Victims Targeted,No,No,No,No,No,No,4,No,18:30:00
1874,20211108NYTHB,Fall,Theodore Roosevelt High School,Bronx,NY,High,Front of School,Drive-by Shooting,Victims Targeted,No,No,No,No,Unknown,No,7,No,14:40:00
1878,20211116FLJAJ,Fall,Jacksonville School Bus,Jacksonville,FL,Unknown,School Bus,Unknown,Both,No,No,No,No,Unknown,No,8,No,18:00:00
1306,20171211NCHIH,Winter,High Point Central High School,High Point,NC,High,Cafeteria,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,1,No,14:08:00
1308,20171214TXELD,Winter,Elisha M. Pease Elementary School,Dallas,TX,Elementary,Classroom,Accidental,Neither,No,No,No,No,No,No,1,No,Unknown
1309,20171219MIBEB,Winter,Beecher High School,Beecher,MI,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,7,No,Unknown
1311,20171231LAEDA,Winter,Edna Karr High School,Algiers,LA,High,Parking Lot,Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,30,No,20:00:00
1312,20171231WAPIM,Winter,Pinewood Elementary School,Marysville,WA,Elementary,Beside Building,Intentional Property Damage,Neither,No,No,No,No,No,No,60,No,23:55:00
1314,20180105IAFOF,Winter,Forest City School Bus,Forest City,IA,Unknown,School Bus,Intentional Property Damage,Neither,No,No,No,No,No,No,1,No,Unknown
1315,20180109AZCOS,Winter,Coronado Elementary School,Sierra Vista,AZ,Elementary,Inside School Building,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,No,9:20:00
1316,20180116VTMOM,Winter,Montpelier High School,Montpelier,VT,High,Outside on School Property,Illegal Activity,Victims Targeted,No,Yes,Unknown,Unknown,Unknown,Unknown,21,No,9:30:00
1318,20180122TXITI,Winter,Italy High School,Italy,TX,High,Cafeteria,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,Yes,9,Yes,7:53:00
1319,20180123KYMAB,Winter,Marshall County High School,Benton,KY,High,Hallway,Indiscriminate Shooting,Random Shooting,No,No,Unknown,No,No,Yes,9,Yes,7:57:00
1321,20180126MIDED,Winter,Dearborn High School,Dearborn,MI,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,Yes,No,7,No,20:00:00
1322,20180131PALIP,Winter,Lincoln High School,Philadelphia,PA,High,Parking Lot,Escalation of Dispute,Random Shooting,No,No,Unknown,No,Yes,No,9,No,15:51:00
1324,20180205MDOXO,Winter,Oxon Hill High School,Oxon Hill,MD,High,Parking Lot,Illegal Activity,Victims Targeted,No,No,Unknown,No,No,No,1,No,Unknown
1325,20180205MNHAM,Winter,Harmony Learning Center,Maplewood,MN,Elementary,Front of School,Accidental,Neither,No,No,No,No,No,No,1,No,13:45:00
1326,20180208NYTHN,Winter,The Metropolitan High School,New York,NY,High,Classroom,Accidental,Unknown,No,No,Unknown,Unknown,Unknown,No,1,No,15:20:00
1328,20180214FLMAP,Winter,Marjory Stoneman Douglas High School,ParklaUnknown,FL,High,Hallway,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,Yes,8,Yes,14:21:00
1329,20180215FLNOC,Winter,North Broward Preparatory School,Coconut Creek,FL,K-12,Hallway,Accidental,Random Shooting,No,Yes,Unknown,Unknown,Unknown,Unknown,1,No,9:30:00
1331,20180226WAOAT,Winter,Oakland High School,Tacoma,WA,High,Bathroom,Accidental,Neither,No,No,No,No,No,No,1,No,Unknown
1333,20180305MOKIC,Spring,Kingston High School,Cadet,MO,K-12,Classroom,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,No,7:40:00
1334,20180307ALHUB,Spring,Huffman High School,Birmingham,AL,High,Inside School Building,Accidental,Random Shooting,No,No,No,No,No,No,8,No,15:45:00
1335,20180309KYFRL,Spring,Frederick Douglass High School,Lexington,KY,High,Classroom,Accidental,Random Shooting,No,No,No,No,No,No,1,No,Unknown
1337,20180313VAGEA,Spring,George Washington Middle School,Alexandria,VA,Middle,Office,Accidental,Neither,No,No,No,No,No,No,1,No,9:10:00
1338,20180316MTBIM,Spring,Big Sky High School,Missoula,MT,High,Parking Lot,Self-defense,Victims Targeted,No,Yes,Unknown,Unknown,Unknown,Unknown,2,Unknown,12:45:00
1339,20180319VADOP,Spring,Douglass Park Elementary School,Portsmouth,VA,Elementary,Parking Lot,Accidental,Random Shooting,No,No,No,No,No,No,1,No,16:23:00
1341,20180328MSEUE,Spring,Eupora High School,Eupora,MS,High,Field (General),Illegal Activity,Neither,No,No,Unknown,No,No,No,6,No,14:30:00
1342,20180329KYJOE,Spring,John Hardin High School,Elizabethtown,KY,High,Beside Building,Domestic w/ Targeted Victim,Unknown,No,No,No,Yes,No,No,9,No,13:00:00
1344,20180412MORAR,Spring,Rayton South Middle School,Rayton,MO,Middle,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,3,No,17:30:00
1346,20180420FLFOO,Spring,Forest High School,Ocala,FL,High,Classroom,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,Yes,8,Yes,8:39:00
1347,20180423GABEA,Spring,Benjamin E. Mays High School,Atlanta,GA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,Yes,No,No,1,No,13:00:00
1348,20180425NMHIA,Spring,Highland High School,Albuquerque,NM,High,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,12,No,14:30:00
1350,20180503TNWAW,Spring,Waynesboro Elementary School,Waynesboro,TN,High,Bathroom,Accidental,Neither,No,No,No,No,No,No,1,No,Unknown
1351,20180505MIFOF,Spring,Fowlerville High School,Fowlerville,MI,High,Gym,Accidental,Neither,No,Yes,Unknown,Unknown,Unknown,Unknown,1,Unknown,15:00:00
1353,20180516ILDID,Spring,Dixon High School,Dixon,IL,High,Gym,Anger Over Grade/Suspension/Discipline,Random Shooting,No,No,Yes,No,No,Unknown,9,Yes,8:00:00
1354,20180517MOCEK,Spring,Central High School,Kansas City,MO,High,Off School Property,Escalation of Dispute,Unknown,No,No,No,No,No,No,10,No,20:30:00
1356,20180518TXSAS,Spring,Santa Fe High School,Santa Fe,TX,High,Classroom,Indiscriminate Shooting,Both,Yes,No,Yes,No,No,Yes,9,Yes,7:45:00
1357,20180521GABEG,Spring,Beaverbrook Elementary School,Griffin,GA,High,Parking Lot,Unknown,Random Shooting,No,No,No,No,No,No,1,No,Unknown
1359,20180601TXMCM,Summer,McKinney North High School,McKinney,TX,High,Classroom,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,No,Unknown
1360,20180615OHVAB,Summer,Valley Elementary School,Beaver Creek,OH,Elementary,Basketball Court,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,1,No,4:00:00
1362,20180621TXSKD,Summer,Skyline High School,Dallas,TX,High,Football Field/Track,Unknown,Unknown,No,No,No,No,Unknown,No,9,No,5:00:00
1364,20180625OHFUS,Summer,Fulton Elementary School,Springfield,OH,Elementary,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,4,No,15:00:00
1366,20180703KSSUO,Summer,Sunrise Point Elementary School,OverlaUnknown,KS,Elementary,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,19,No,9:00:00
1367,20180711OHMIM,Summer,Milkovich Middle School,Maple Heights,OH,Middle,Parking Lot,Escalation of Dispute,Unknown,No,No,Unknown,Unknown,No,Unknown,4,No,20:30:00
1369,20180719WAWEY,Summer,West Valley Middle School,Yakima,WA,Middle,Beside Building,Unknown,Unknown,No,No,Unknown,Unknown,Unknown,No,15,No,17:15:00
1370,20180803IALIO,Summer,Liberty Elementary School,Ottumwa,IA,Elementary,Parking Lot,Illegal Activity,Random Shooting,No,No,No,No,No,No,12,No,14:00:00
1372,20180809NJLAM,Summer,Lakeside Middle School,Millville,NJ,Middle,Parking Lot,Unknown,Victims Targeted,No,No,No,No,Unknown,No,10,No,20:15:00
1373,20180811TNANN,Summer,Antioch High School,Nashville,TN,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,No,No,10,No,18:00:00
1374,20180817FLPAW,Summer,Palm Beach Central High School,Wellington,FL,High,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,4,No,21:45:00
1376,20180824FLRAJ,Summer,Raines High School,Jacksonville,FL,High,Football Field/Track,Escalation of Dispute,Both,No,No,No,No,Yes,No,8,No,22:00:00
1377,20180824ILMEC,Summer,Metro East Lutheran High School,Chicago,IL,High,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,30,No,Unknown
1379,20180829DETOD,Summer,Towne Point Elementary School,Dover,DE,Elementary,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,1,No,22:00:00
1380,20180830MIOTG,Summer,Ottawa Hills High School,Grand Rapids,MI,High,Other,Drive-by Shooting,Victims Targeted,No,No,No,No,Yes,No,6,No,10:30:00
1381,20180830NCVIC,Summer,Villa Heights Elementary School,Charlotte,NC,Elementary,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,10,Yes,8:30:00
1383,20180831IANOE,Summer,North Scott Junior High School,Eldridge,IA,Junior High,Classroom,Hostage/Standoff,Victims Targeted,No,No,Unknown,Unknown,No,No,12,Yes,8:30:00
1384,20180903NYLUN,Fall,Luisa Pineiro Fuentes School of Science and Discovery,New York,NY,Elementary,Field (General),Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,5,No,21:20:00
1386,20180907IAHED,Fall,Herbert Hoover High School,Des Moines,IA,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,12,No,21:00:00
1387,20180909CAGIG,Fall,Gilroy High School,Gilroy,CA,High,Field (General),Illegal Activity,Neither,No,Yes,Unknown,Unknown,Unknown,Unknown,1,No,13:00:00
1389,20180910TNFAM,Fall,Fairley High School,Memphis,TN,High,School Bus,Unknown,Unknown,No,No,No,No,Unknown,No,3,No,16:00:00
1390,20180911NVCAL,Fall,Canyon Springs High School,Las Vegas,NV,High,Field (General),Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,5,No,14:40:00
1392,20180914WAMAE,Fall,Mariner High School,Everett,WA,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,6,No,21:00:00
1393,20180917ALBLH,Fall,Blossomwood Elementary School,Huntsville,AL,Elementary,Gym,Accidental,Neither,No,No,No,No,No,No,1,No,10:30:00
1395,20180920CAPOP,Fall,Pomona High School,PomoUnknown,CA,High,Football Field/Track,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,No,Unknown
1396,20180924GAAPB,Fall,Appling County High School,Baxley,GA,High,Bathroom,Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,No,Unknown
1397,20180924NCLAC,Fall,Lawrence Orr Elementary School,Charlotte,NC,Elementary,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,Unknown,Unknown,No,10,No,9:00:00
1399,20180926MDMAB,Fall,Maree Garnett Farring Elementary,Baltimore,MD,Elementary,Bathroom,Accidental,Neither,No,No,No,No,No,No,1,No,Unknown
1400,20180927TXHEC,Fall,Hebron High School,Carrollton,TX,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,20:35:00
1401,20180928SDCHC,Fall,Chamberlain High School,Chamberlain,SD,High,Field (General),Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,No,15:30:00
1403,20181003AKDEA,Fall,Denali Montessori Elementary School,Anchorage,AK,Elementary,Front of School,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,1,No,10:00:00
1405,20181005TNHAB,Fall,Haywood High School,Brownsville,TN,High,Parking Lot,Escalation of Dispute,Both,No,No,No,No,No,No,4,No,21:30:00
1406,20181005VALAN,Fall,Lake Taylor High School,Norfolk,VA,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,10,No,21:30:00
1408,20181012MIBAB,Fall,Battle Creek Academy,Battle Creek,MI,Elementary,Off School Property,Unknown,Unknown,No,No,No,No,Unknown,No,1,No,13:00:00
1410,20181020GASHS,Fall,Shiloh Middle School,Snellville,GA,Middle,Beside Building,Illegal Activity,Victims Targeted,No,No,No,No,Yes,No,6,No,15:00:00
1411,20181022CTDUB,Fall,Dunbar Elementary School,Bridgeport,CT,Elementary,Off School Property,Escalation of Dispute,Victims Targeted,No,No,No,Yes,No,No,10,No,8:00:00
1412,20181023NHGOM,Fall,Gossler Park Elementary School,Manchester,NH,Elementary,PlaygrouUnknown,Indiscriminate Shooting,Random Shooting,No,No,Unknown,No,No,No,10,No,Unknown
1414,20181029NCBUM,Fall,Butler High School,Matthews,NC,High,Hallway,Escalation of Dispute,Victims Targeted,No,No,Yes,No,No,No,4,No,7:15:00
1415,20181104KYCRL,Fall,Crums Lane Elementary School,Louisville,KY,Elementary,Beside Building,Escalation of Dispute,Unknown,No,No,No,No,Unknown,No,7,No,17:57:00
1417,20181108CACLS,Fall,Cleveland Elementary School,Santa Barbara,CA,Elementary,Outside on School Property,Illegal Activity,Victims Targeted,No,No,No,No,Unknown,No,10,No,2:00:00
1419,20181112MDEAE,Fall,Eastern Tech High School,Essex,MD,High,Office,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,1,No,12:23:00
1420,20181120VASIP,Fall,Simonsdale Elementary School,Portsmouth,VA,Elementary,Hallway,Accidental,Random Shooting,No,No,No,No,No,No,1,No,16:00:00
1422,20181122TXSKD,Fall,Skyline High School,Dallas,TX,High,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,Unknown,No,10,No,9:30:00
1423,20181122WAMOD,Fall,Mount Rainier High School,Des Moines,WA,High,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,10,No,12:00:00
1424,20181124OHAFC,Fall,Africentric Early College High School,Columbus,OH,K-12,Outside on School Property,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,4,No,18:00:00
1426,20181210NYJEJ,Winter,Jefferson High School,Jefferson,NY,High,Field (General),Suicide/Attempted,Victims Targeted,No,No,Unknown,No,No,No,1,No,9:49:00
1428,20181213INDER,Winter,Dennis Intermediate School,RichmoUnknown,IN,Middle,Hallway,Indiscriminate Shooting,Unknown,No,No,Yes,No,No,Yes,6,Yes,8:00:00
1429,20181214MOWIK,Winter,Winnetonka High School,Kansas City,MO,High,Parking Lot,Escalation of Dispute,Neither,No,No,Unknown,Unknown,Unknown,No,1,No,15:00:00
1431,20190107CACEB,Winter,Central Elementary School,Belmont,CA,Elementary,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,8,No,23:00:00
1887,20211129ILWER,Fall,West Middle School,Rockford,IL,Middle,Beside Building,Unknown,Unknown,No,No,No,No,Unknown,No,9,No,16:00:00
1890,20211130OHWHW,Fall,Whitehall Yearling High School,Whitehall,OH,High,Parking Lot,Accidental,Neither,No,No,No,No,No,No,1,No,18:00:00
1893,20211202WAGAS,Winter,Garfield High School,Seattle,WA,High,Parking Lot,Unknown,Both,No,No,Unknown,No,Unknown,No,30,No,16:30:00
1897,20211207ILHAC,Winter,Haines Elementary School,Chicago,IL,Elementary,Front of School,Illegal Activity,Victims Targeted,No,No,No,No,Unknown,No,12,No,12:30:00
1900,20211209NYGRN,Winter,Greater Oaks Charter School,New York,NY,Elementary,Front of School,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,7,No,9:30:00
1904,20211211GAJOG,Winter,Jones County High School,Gray,GA,High,Gym,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,1,No,20:15:00
1906,20211213FLEAO,Winter,East River High School,Orlando,FL,High,Parking Lot,Unknown,Unknown,No,No,No,No,Unknown,No,1,No,15:00:00
1910,20211216NYPSB,Winter,P.S. 026 Jesse Owens,Brooklyn,NY,Elementary,Front of School,Unknown,Unknown,No,No,No,No,Unknown,No,7,No,8:55:00
1912,20211217TXWOD,Fall,Woodrow Wilson Junior High,Dayton,TX,High,School Bus,Drive-by Shooting,Neither,No,No,No,No,No,No,9,No,15:00:00
1916,20220104ILAUR,Winter,Auburn High School,Rockford,IL,High,Parking Lot,Unknown,Victims Targeted,No,No,No,No,No,No,5,No,13:50:00
1918,20220111NMVAA,Fall,Valley High School,Albuquerque,NM,High,Parking Lot,Unknown,Unknown,No,No,No,No,Unknown,No,15,No,19:40:00
1921,20220119DCANW,Winter,Anacostia High School,Washington,DC,High,Front of School,Unknown,Victims Targeted,No,No,No,No,Unknown,No,15,No,16:00:00
1924,20220119VAMAP,Winter,Manor High School,Portsmouth,VA,High,Parking Lot,Unknown,Victims Targeted,No,No,No,No,Unknown,No,16,No,15:00:00
1928,20220126PABAP,Winter,Bartram High School,Philadelphia,PA,High,Front of School,Unknown,Victims Targeted,No,No,No,No,Unknown,No,9,No,14:54:00
1931,20220129WIBEB,Winter,Beloit Memorial High School,Beloit,WI,High,Parking Lot,Unknown,Victims Targeted,No,No,No,No,Unknown,No,14,No,20:55:00
1934,20220201PAACS,Winter,Academy Park High School,Sharon Hill,PA,High,Parking Lot,Unknown,Unknown,No,No,No,No,Unknown,No,99,No,15:20:00
1937,20220203NCSPS,Winter,Speight Middle School,Stantonsburg,NC,Middle,School Bus,Unknown,Unknown,No,No,No,No,No,No,4,No,16:40:00
1940,20220208MDCAC,Winter,Catonsville High School,Catonsville,MD,High,Parking Lot,Unknown,Victims Targeted,No,No,No,No,Unknown,No,6,No,15:00:00
1943,20220209NYMCB,Winter,McKinley High School,Buffalo,NY,High,Parking Lot,Escalation of Dispute,Both,No,No,No,No,Unknown,No,7,No,15:45:00
1947,20220218MATET,Winter,Tewksbury High School,Tewksbury,MA,High,Parking Lot,Drive-by Shooting,Random Shooting,No,No,No,No,No,No,99,No,20:10:00
1949,20220220MSMCM,Winter,McColm High School,McColm,MS,High,Basketball Court,Drive-by Shooting,Both,No,No,No,No,Unknown,No,99,No,16:50:00
1953,20220222TXALH,Winter,Alief ISD Center for Advanced Careers,Houston,TX,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,99,No,16:30:00
1956,20220225NMWEA,Winter,West Mesa High School,Albuquerque,NM,High,Football Field/Track,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,6,No,8:00:00
1959,20220303MIJWL,Winter,JW Sexton High School,Lansing,MI,High,Parking Lot,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,99,No,13:15:00
1963,20220309NMESE,Spring,Espanola Valley High School,Espanola,NM,High,Parking Lot,Intentional Property Damage,Neither,No,No,No,No,Unknown,No,99,No,21:00:00
1966,20220310MDCOL,Spring,Cora L. Rice Elementary School,Landover,MD,Elementary,Front of School,Unknown,Victims Targeted,No,No,No,No,Unknown,No,99,No,2:15:00
1970,20220311OHMAM,Spring,Madison High School,Mansfield,OH,High,School Bus,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,4,No,10:00:00
1972,20220313PANEP,Spring,New Foundations Charter School,Philadelphia,PA,K-8,Classroom,Unknown,Unknown,No,No,No,No,Unknown,No,9,No,Unknown
1976,20220315MDPAB,Spring,Paul Lawrence Dunbar High School,Baltimore,MD,High,Beside Building,Escalation of Dispute,Victims Targeted,No,No,No,No,Unknown,No,1,No,15:20:00
1979,20220317AKREW,Spring,Redington Jr/Sr High School,Wasilla,AK,6-12,Beside Building,Unknown,Unknown,No,No,No,No,No,No,1,No,14:30:00
1982,20220319ALCEL,Spring,Central Baldwin Middle School,Loxley,AL,Middle,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,No,No,99,No,13:50:00
1986,20220322FLNEN,Spring,New Smyrna Beach High School,New Smyrna Beach,FL,High,Parking Lot,Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,99,No,15:20:00
1989,20220324VARIW,Spring,Rippon Middle School,Woodbridge,VA,Middle,Beside Building,Domestic w/ Targeted Victim,Neither,No,No,No,Yes,No,No,2,No,11:11:00
1992,20220325UTHIS,Spring,Highland High School,Salt Lake City,UT,High,Parking Lot,Drive-by Shooting,Random Shooting,No,No,No,No,No,No,99,No,12:00:00
1996,20220329VALUR,Spring,Lucy Addison Middle School,Roanoke,VA,Middle,Bathroom,Unknown,Neither,No,No,No,No,No,No,1,No,14:15:00
1998,20220330GABOA,Spring,Booker T Washington High School,Atlanta,GA,High,Front of School,Escalation of Dispute,Neither,No,No,No,No,No,No,1,No,14:30:00
2002,20220405PAERE,Spring,Erie High School,Erie,PA,High,Hallway,Unknown,Victims Targeted,No,No,Unknown,No,Unknown,No,5,No,9:40:00
2005,20220406WVRIR,Spring,Ripley Middle School,Ripley,WV,Middle,School Bus,Unknown,Victims Targeted,No,No,Unknown,No,No,Yes,1,No,8:00:00
2007,20220411ARPIP,Spring,Pine Bluff High School,Pine Bluff,AR,High,Parking Lot,Unknown,Unknown,No,No,No,No,Unknown,No,99,No,14:45:00
2010,20220415VAGAW,Spring,Gar-Field High School,Woodbridge,VA,High,Field (General),Escalation of Dispute,Both,No,No,No,No,No,No,99,No,21:30:00
2014,20220422DCEDW,Spring,Edmund Burke School,Washington,DC,6-12,Hallway,Indiscriminate Shooting,Random Shooting,Yes,No,Unknown,No,No,Yes,200,Yes,15:20:00
2017,20220425GAMAM,Spring,Marietta City Schools Bus Yard,Marietta,GA,Other,Parking Lot (Bus),Intentional Property Damage,Random Shooting,No,No,No,No,No,No,99,No,21:00:00
1432,20190111ORCAE,Winter,Cascade Middle School,Eugene,OR,Middle,Front of School,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,No,12,No,10:27:00
1433,20190118ALCET,Winter,Central High School,Tuscaloosa,AL,High,Parking Lot,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,Yes,No,No,1,No,14:30:00
1435,20190118NCSHD,Winter,Sheppard Middle School,Durham,NC,Middle,School Bus,Drive-by Shooting,Random Shooting,No,No,No,No,Unknown,No,4,No,15:30:00
1436,20190119KSLAO,Winter,Lakewood Middle School,Overland Park,KS,Middle,Parking Lot,Illegal Activity,Victims Targeted,No,No,No,No,Unknown,No,5,No,21:00:00
1438,20190125ALDAM,Winter,Davidson High School,Mobile,AL,High,Parking Lot,Escalation of Dispute,Unknown,No,No,No,No,No,No,10,No,21:00:00
